autor	comentario	likes	date	PUBLICACION_CLEAN
Norma Vidal	No compren celulares robados.	0	2022-03-25T19:13:36Z	No compren celulares robados.
Boris Frank Fisher Roldán 	La delincuencia es gracias a la misma gente que lo compra. No es bueno renegar de lo que haces.	0	2022-03-24T23:37:49Z	La delincuencia es gracias a la misma gente que lo compra. No es bueno renegar de lo que haces.
YMBRT	🥱🥱🥱🥱🥱🥱😂😂😂😂😂😂😂😂😂	0	2022-03-23T23:47:19Z	🥱🥱🥱🥱🥱🥱😂😂😂😂😂😂😂😂😂
Richard palomino trigos	<b>he comprado un celular robado hace años, hoy me arrepiento de haberlo hecho pues uno nunca sabe que transcurrio para poder obtenerlo, nunca compren celulares robados u.u</b>	0	2022-03-23T19:16:14Z	he comprado un celular robado hace años, hoy me arrepiento de haberlo hecho pues uno nunca sabe que transcurrio para poder obtenerlo, nunca compren celulares robados u.u
Mery Moore	Con estas leyes  que tenemos, tan benevolas con la delincuencia y la gran kkorrupcipn como no va aumentar estos robos y vela por los derechos humanos de los detenidos y kriminales y que de los agraviados para ellos la justicia es lentisima	0	2022-03-23T11:18:32Z	Con estas leyes que tenemos, tan benevolas con la delincuencia y la gran kkorrupcipn como no va aumentar estos robos y vela por los derechos humanos de los detenidos y kriminales y que de los agraviados para ellos la justicia es lentisima
David Ricardo Antonio Leyva Jiménez	Quien compra y vende celulares debe morir. No hay más discusión.	0	2022-03-22T07:52:24Z	Quien compra y vende celulares debe morir. No hay más discusión.
Luis Maguiña Espinoza	Y las empresa telefónicas bien gracias	0	2022-03-21T23:37:55Z	Y las empresa telefónicas bien gracias
Jorge Espinoza	Supongo q devolverán los celulares a sus dueños respectivos.	0	2022-03-21T18:36:44Z	Supongo q devolverán los celulares a sus dueños respectivos.
Joselito MF	Lacras del Perú	0	2022-03-21T12:03:36Z	Lacras del Perú
Juan Peña Guevara	Las empresas de telefonía deberían darle la opción a sus clientes de que  través del IMEI se pueda reconocer el nombre del dueño, así como que los dueños puedan ser avisados como el GPS cuando los celulares son encendidos así les hayan borrado sus dstos. No compren celulares robados, porque algunos Peruanos compran de esta forma, deberían haber un castigo para el que compra un celular robado.	0	2022-03-21T01:44:24Z	Las empresas de telefonía deberían darle la opción a sus clientes de que través del IMEI se pueda reconocer el nombre del dueño, así como que los dueños puedan ser avisados como el GPS cuando los celulares son encendidos así les hayan borrado sus dstos. No compren celulares robados, porque algunos Peruanos compran de esta forma, deberían haber un castigo para el que compra un celular robado.
Cesitar C.	Ningún ministro del interior hace nada. Sólo les importa negociar a favor de sus intereses industriales	0	2022-03-20T19:08:28Z	Ningún ministro del interior hace nada. Sólo les importa negociar a favor de sus intereses industriales
Roxana Reyes	Esos lugares deben ser clausurados!! Esa gente debe ir presa....	0	2022-03-20T00:47:27Z	Esos lugares deben ser clausurados!! Esa gente debe ir presa....
Mary 4670	Metan a la carcel a los que venden los celulares	0	2022-03-18T20:56:41Z	Metan a la carcel a los que venden los celulares
Renzo Amésquita	Que les caiga todo el peso de ley. Pero me pregunto, qué hay de los robos que las operadoras de telefonía hace de forma sistemática. Indecopi y osiptel son un cero a la izquierda. De eso también hagan reportajes.	0	2022-03-17T19:20:19Z	Que les caiga todo el peso de ley. Pero me pregunto, qué hay de los robos que las operadoras de telefonía hace de forma sistemática. Indecopi y osiptel son un cero a la izquierda. De eso también hagan reportajes.
Aracelli Urang	Comprar un teléfono robado es ser cómplice de un delito.	0	2022-03-17T17:06:48Z	Comprar un teléfono robado es ser cómplice de un delito.
Ricardo	La gente también es culpable de esto, si no fueran a comprar esos teléfonos &quot;baratos&quot; no existiría ese meecado	0	2022-03-17T13:08:11Z	La gente también es culpable de esto, si no fueran a comprar esos teléfonos &quot;baratos&quot; no existiría ese meecado
Angelo Martinez	A mí me robaron mi cel marca LG k40s	0	2022-03-16T07:06:15Z	A mí me robaron mi cel marca LG k40s
carlos sandoval	Este tema debe ser estudiado por el CONGRESO. Por que en la solución también deben intervenir las empresas operadoras es decir las que venden los equipos, las que transmiten las señales, etc. El equipo robado debe ser inhabilitado desde la central de la operadora, a pedido del titular o dueño, presentando la denuncia correspondiente del robo. El equipo robado solo se le puede habilitar a pedido del titular si es recuperado. En esta lucha contra la delincuencia también  debe intervenir la tecnología. El CONGRESO DEBE CITAR A LAS EMPRESAS OPERADORAS PARA CON ELLAS ENCONTRAR UNA SOLUCION AL ROBO Y POSTERIOR VENTA EN EL MERCADO DE CELULARES COMO SI NADA HUBIERA PASADO.<br>Por que no sabemos si con este masivo robo de celulares de manera indirecta también se benefician las empresas operadoras que venden los celulares y por eso no hacen nada al respecto. El CONGRESO debe empaparse completamente de este tema e intervenir y dar las leyes correspondientes. <br>Porque el robo de celulares se ha masificado demasiado, que será difícil solucionarlo solo policialmente, mas aún cuando las leyes contra estos robos son benignas y los fiscales y jueces en base a estas leyes les dan libertad con facilidad. <br>Los operativos policiales a los centros comerciales no son la solución y son muchos los centros comerciales y al día siguiente del operativo todo se normaliza. Además por que hay muchos centros comerciales donde venden celulares robados. SEÑORES DEL CONGRESO PONGASE A TRABAJAR, PARA ESO RECIBEN UN BUEN PAGO MENSUAL, MAS PERSONAL DE ASESORES, MAS SECRETARIAS, MAS PERSONAL DE SEGURIDAD, MAS AUTO BLINDADO, MAS GASOLINA, MAS DOS SUELDOS ADICIONALES AL AÑO, MAS VIAJES Y ESTADIA GRATUITOS, ETC. ETC.	0	2022-03-15T18:52:55Z	Este tema debe ser estudiado por el CONGRESO. Por que en la solución también deben intervenir las empresas operadoras es decir las que venden los equipos, las que transmiten las señales, etc. El equipo robado debe ser inhabilitado desde la central de la operadora, a pedido del titular o dueño, presentando la denuncia correspondiente del robo. El equipo robado solo se le puede habilitar a pedido del titular si es recuperado. En esta lucha contra la delincuencia también debe intervenir la tecnología. El CONGRESO DEBE CITAR A LAS EMPRESAS OPERADORAS PARA CON ELLAS ENCONTRAR UNA SOLUCION AL ROBO Y POSTERIOR VENTA EN EL MERCADO DE CELULARES COMO SI NADA HUBIERA PASADO. Por que no sabemos si con este masivo robo de celulares de manera indirecta también se benefician las empresas operadoras que venden los celulares y por eso no hacen nada al respecto. El CONGRESO debe empaparse completamente de este tema e intervenir y dar las leyes correspondientes. Porque el robo de celulares se ha masificado demasiado, que será difícil solucionarlo solo policialmente, mas aún cuando las leyes contra estos robos son benignas y los fiscales y jueces en base a estas leyes les dan libertad con facilidad. Los operativos policiales a los centros comerciales no son la solución y son muchos los centros comerciales y al día siguiente del operativo todo se normaliza. Además por que hay muchos centros comerciales donde venden celulares robados. SEÑORES DEL CONGRESO PONGASE A TRABAJAR, PARA ESO RECIBEN UN BUEN PAGO MENSUAL, MAS PERSONAL DE ASESORES, MAS SECRETARIAS, MAS PERSONAL DE SEGURIDAD, MAS AUTO BLINDADO, MAS GASOLINA, MAS DOS SUELDOS ADICIONALES AL AÑO, MAS VIAJES Y ESTADIA GRATUITOS, ETC. ETC.
Maria Perez	Las penas de cárcel tienen que ser drásticas  !!!	0	2022-03-15T09:54:10Z	Las penas de cárcel tienen que ser drásticas !!!
Sergio	Ese informante sano, cuando preguntas ¿ya esta todo flasheado? Despiertas la sospecha sonso jaja	0	2022-03-14T15:58:11Z	Ese informante sano, cuando preguntas ¿ya esta todo flasheado? Despiertas la sospecha sonso jaja
LPC	Pero cierren esos lugares y decomisen todo hasta los nuevos . No importa que pierdan todo y los meten presos por comprar robados. Para que sea un buen castigo . Decomisar toda la mercancía ilegal y legal,meterlo preso u cerrar su negocio. Tiene que ser un castigo ejemplar u así no lo harán más nunca	0	2022-03-13T10:46:54Z	Pero cierren esos lugares y decomisen todo hasta los nuevos . No importa que pierdan todo y los meten presos por comprar robados. Para que sea un buen castigo . Decomisar toda la mercancía ilegal y legal,meterlo preso u cerrar su negocio. Tiene que ser un castigo ejemplar u así no lo harán más nunca
fiore tapia	la pregunta es que hacen con los telefono  que recuperan ?	0	2022-03-12T12:31:07Z	la pregunta es que hacen con los telefono que recuperan ?
zorak 004	que descaro el gordinflon ese... decia que el no tenia celulares robados y el primer celular que intervienen era robadazo! Queclase de gente habitamos  eneste pais!!?	0	2022-03-11T21:53:18Z	que descaro el gordinflon ese... decia que el no tenia celulares robados y el primer celular que intervienen era robadazo! Queclase de gente habitamos eneste pais!!?
Mr Zero	"EL LLORÓN DE EL MIN <a href=""https://www.youtube.com/watch?v=YyWeavD2BTY&amp;t=8m29s"">8:29</a> YA ESTA LIBRE, ( Facebook: Erick del Valle) QUE LAMENTABLE ESTA POLICIA. COMO HABRÁ LLORADO PARA QUE SU MAMITA LO SAQUE DE LA CÁRCEL. DELINCUENTE.."	0	2022-03-11T10:51:22Z	EL LLORÓN DE EL MIN 8:29 YA ESTA LIBRE, ( Facebook: Erick del Valle) QUE LAMENTABLE ESTA POLICIA. COMO HABRÁ LLORADO PARA QUE SU MAMITA LO SAQUE DE LA CÁRCEL. DELINCUENTE..
Erlan Mario Vargas Salas	Puros celulares réplicas de los que venden en las calles ninguna homologado y original 🙄🤦‍♂️🤌por que por que cuesta muy caro el original sea de cualquier marca	0	2022-03-10T23:55:47Z	Puros celulares réplicas de los que venden en las calles ninguna homologado y original 🙄🤦‍♂️🤌por que por que cuesta muy caro el original sea de cualquier marca
stonershit	"No hay más GIL que el del <a href=""https://www.youtube.com/watch?v=YyWeavD2BTY&amp;t=3m56s"">3:56</a>"	0	2022-03-10T16:56:50Z	No hay más GIL que el del 3:56
No	ta q pendejos un fono de 2 lucas lo venden a 450, con razón la gente los compra, por ahorrarse unos soles colaboran con ese mercado de sangre	0	2022-03-10T00:40:58Z	ta q pendejos un fono de 2 lucas lo venden a 450, con razón la gente los compra, por ahorrarse unos soles colaboran con ese mercado de sangre
Mercilida Estradacuenca	POR FAVOR HABLEN TAMBIÉN DE LAS AFFP. 4 UIT. LO NESECITAMOS	1	2022-03-09T11:34:11Z	POR FAVOR HABLEN TAMBIÉN DE LAS AFFP. 4 UIT. LO NESECITAMOS
dianina villanueva espiritu	No hay pena cuando roban celulares.	0	2022-03-07T12:16:49Z	No hay pena cuando roban celulares.
dianina villanueva espiritu	Falso ahora roban mas celulares,ya las Personas no lo denuncian,los delincuentes se rien en la cara de las Autoridades.	0	2022-03-07T12:10:15Z	Falso ahora roban mas celulares,ya las Personas no lo denuncian,los delincuentes se rien en la cara de las Autoridades.
fck you	los policias a los que arrebatan celulares los tratan feaso, pero a los que asaltan con armas o son mas violentos los tratan bien, la cagada son	0	2022-03-06T23:32:45Z	los policias a los que arrebatan celulares los tratan feaso, pero a los que asaltan con armas o son mas violentos los tratan bien, la cagada son
raul pacheco	El dia q le pongan CARCEL EFECTIVA ....a estos &quot;VENDEDORES&quot;......OPERATIVOS INOPINADOS A LOS TRANSEUNTES ,y REVISAR SU MOVIL Y  DECOMISARLOS ,,......Sera de gran ayuda para evitar los robos	0	2022-03-06T16:25:31Z	El dia q le pongan CARCEL EFECTIVA ....a estos &quot;VENDEDORES&quot;......OPERATIVOS INOPINADOS A LOS TRANSEUNTES ,y REVISAR SU MOVIL Y DECOMISARLOS ,,......Sera de gran ayuda para evitar los robos
Katherine Honores	Por eso yo no compro en esos lugares de procedencia dudosa .Hasta los vendedores tienen cara de delincuentes.	0	2022-03-06T05:38:30Z	Por eso yo no compro en esos lugares de procedencia dudosa .Hasta los vendedores tienen cara de delincuentes.
Teresa Beatriz Nonone Ponce de León	Estamos cansados de ver televisión ya esto es una película que se repite a cada momento .Que haya SERVICIO MILITAR OBLIGATORIO.	0	2022-03-06T03:21:49Z	Estamos cansados de ver televisión ya esto es una película que se repite a cada momento .Que haya SERVICIO MILITAR OBLIGATORIO.
Teresa Beatriz Nonone Ponce de León	Que lis lleven al FRONTON que espera la Policía esos delincuentes, ni van a cambiar .Sino que hagan como en la Santa Inquisición, algo tienen que hacer	0	2022-03-06T03:20:43Z	Que lis lleven al FRONTON que espera la Policía esos delincuentes, ni van a cambiar .Sino que hagan como en la Santa Inquisición, algo tienen que hacer
César Torres	Vean eso, &quot;vendedores&quot; ofreciendo a vista y paciencia los equipos robados. La policia coordina con &quot;medios de comunicación&quot;  para engañarnos con ese cuento de intervenciones	0	2022-03-05T23:22:19Z	Vean eso, &quot;vendedores&quot; ofreciendo a vista y paciencia los equipos robados. La policia coordina con &quot;medios de comunicación&quot; para engañarnos con ese cuento de intervenciones
César Torres	Lo lamentable es que las &quot;autoridades/policias&quot; saben donde van a parar estos celulares.	0	2022-03-05T23:12:59Z	Lo lamentable es que las &quot;autoridades/policias&quot; saben donde van a parar estos celulares.
Anthony Salinas Huallaquispe	Eso es lo mismo incautan esos celulares y los policías mismo lo recirculan o se lo agarran. Lo mismo que nada se quedan con algo que no les pertenece	0	2022-03-04T04:35:57Z	Eso es lo mismo incautan esos celulares y los policías mismo lo recirculan o se lo agarran. Lo mismo que nada se quedan con algo que no les pertenece
Juan Pancca Villegas	x las malvinas abundan... jaja	0	2022-03-02T22:05:15Z	x las malvinas abundan... jaja
jnito	Hagan bloquear el IMEI si les roban, así bajara el robo de celulares	0	2022-03-02T17:08:56Z	Hagan bloquear el IMEI si les roban, así bajara el robo de celulares
elias mendoza	A PROHIBIR LA VENTA DE CELULARES USADOS EN TODO EL PERU Y PRISION DE 10 AÑOS PARA LOS REDUCIDORES Y 15 AÑOS PARA LOS RATEROS Y  VERAN  QUE SE ACABARAN LOS ASALTOS Y ASESINATOS ....LES CORTAREMOS EL NEGOCIO A LAS RATAS...O  SEGUIREMOS CON NOTICIAS DE CRIMENES POR ROBOS DE CELULAR.	0	2022-03-01T07:42:07Z	A PROHIBIR LA VENTA DE CELULARES USADOS EN TODO EL PERU Y PRISION DE 10 AÑOS PARA LOS REDUCIDORES Y 15 AÑOS PARA LOS RATEROS Y VERAN QUE SE ACABARAN LOS ASALTOS Y ASESINATOS ....LES CORTAREMOS EL NEGOCIO A LAS RATAS...O SEGUIREMOS CON NOTICIAS DE CRIMENES POR ROBOS DE CELULAR.
rolando acevedo	La gran mayoría son dispositivos android, me imagino que los iPhone lo venden por piezas ya que estos son imposibles de flashear.	0	2022-02-28T18:55:03Z	La gran mayoría son dispositivos android, me imagino que los iPhone lo venden por piezas ya que estos son imposibles de flashear.
